static/image/obj9__95.png,29.94610595703125,10.07666015625,108.40081787109375,48.8621652667299,12.56441341840393,79.98383352165216,59.9066550257582,17.093721184887862,81.94117851984062
static/image/obj100__0.png,14.82073974609375,69.722900390625,66.93377685546875,34.418440691132794,95.98622667301633,69.65345087987814,50.41475427635197,105.6148723286005,81.90973392908158
static/image/obj100__10.png,12.7620849609375,66.3336181640625,63.31884765625,31.775838218386355,94.99526626618353,66.4780146872486,47.86473871736305,105.45422930205828,79.52965468587846
static/image/obj100__100.png,12.45001220703125,173.79180908203125,131.77294921875,28.2492535895905,82.98701131308678,72.44226948338705,47.2294471486137,95.53758261217507,78.666418758135
static/image/obj100__105.png,14.355224609375,136.758056640625,107.88494873046875,33.16372901110801,100.99926604550731,76.26144098350856,51.21455248088844,105.1512457748123,80.6182009292655
static/image/obj100__110.png,15.9937744140625,126.08709716796875,100.2103271484375,35.31088678991958,102.4687192385272,75.88891723803248,52.27998294253723,105.29069495235926,80.54293187953783
static/image/obj100__115.png,15.3104248046875,101.49786376953125,85.65692138671875,34.6413272892727,104.03210421006594,74.77058440771061,50.91412188381443,106.89462499477733,81.25287033984006
static/image/obj100__120.png,12.577880859375,106.8568115234375,90.11688232421875,30.883922815568507,104.30132366443836,76.61613123600712,48.47192654934753,106.72651764696487,82.84828894903184
static/image/obj100__125.png,13.71923828125,84.181884765625,76.147216796875,33.00928574383612,101.33132825007388,73.82443811606166,49.31913033976552,106.84026456233359,83.32569865036278
static/image/obj100__130.png,14.01116943359375,79.98150634765625,73.18487548828125,32.92218920041101,99.86081054004765,73.4131629438285,48.915677501935136,106.57727068671831,84.15617356571059
static/image/obj100__135.png,13.32354736328125,75.94110107421875,70.608154296875,30.66485953923065,98.47815881618979,72.77397231695335,46.15948913240187,106.24934820186402,84.55166434709552
static/image/obj100__140.png,12.9931640625,73.6680908203125,69.99267578125,30.452819587816226,96.99346684047302,73.26455413530394,46.490370366785456,105.30297935983772,85.60846754464275
static/image/obj100__145.png,14.09698486328125,70.7498779296875,68.5306396484375,32.82297720661283,96.1350892405363,73.0651467032979,48.41939279998294,105.26242194315094,86.1470498819824
static/image/obj100__15.png,13.65185546875,65.03515625,61.90826416015625,33.07855140364351,94.26489196826189,65.372392881396,48.97852155546222,105.15545324696139,78.7362230663851
static/image/obj100__150.png,14.35333251953125,68.87237548828125,67.579833984375,33.144502990600465,95.54638508445343,72.8670914151276,48.421093278897466,105.27367004914124,86.3641088924311
static/image/obj100__155.png,14.4931640625,67.4801025390625,67.48980712890625,34.777602601718876,95.1224576675974,73.2097008359958,50.43767329869263,105.12796314697253,86.86437096850486
static/image/obj100__160.png,12.950439453125,66.7353515625,66.9720458984375,30.487760252230828,93.88627156071178,73.21264495737157,45.829077138313764,104.2232973079398,87.07504516981749
static/image/obj100__165.png,12.72711181640625,67.1343994140625,67.70648193359375,30.538179026108633,93.72041917841163,73.7506130269554,45.91225640088311,103.85300586373926,87.3635724080529
static/image/obj100__170.png,12.57574462890625,67.6688232421875,68.475341796875,30.92652504287791,93.98867828199987,74.27297116373254,47.17670489903646,103.95884511440099,87.64302511110611
static/image/obj100__175.png,12.8001708984375,69.88397216796875,69.91912841796875,30.60873069080199,94.85025153757587,75.06249505829834,46.40315418674713,104.29279656363518,87.91277190184266
static/image/obj100__180.png,12.80474853515625,73.4918212890625,72.17431640625,30.19879041921125,96.60266373211422,75.87850723927576,45.429408110669726,105.03268043297967,88.06568950265763
static/image/obj100__185.png,14.10369873046875,73.13525390625,71.5426025390625,32.27550621987331,96.17303648432454,75.37401382066453,47.20615213291077,104.65032459381119,87.87389509855801
static/image/obj100__190.png,13.6025390625,70.2109375,69.74078369140625,32.72526138644234,96.3229440896896,74.02294900413412,48.171025744294745,105.51621387377013,87.19676689138672
static/image/obj100__195.png,14.80804443359375,69.14794921875,68.39508056640625,33.76114119109971,95.49640920264481,73.10519047731806,48.494676015844135,105.10275299794722,86.85411406028909
static/image/obj100__20.png,13.19146728515625,64.44207763671875,61.01153564453125,31.75153436476726,93.92843469481743,64.6526678278703,47.12483999913412,105.14958542678511,78.2438545515932
static/image/obj100__200.png,17.22772216796875,67.92779541015625,66.97198486328125,36.726137362421255,94.63960847374429,72.19408880791043,50.72515771812717,104.7526226997795,86.53787769691994
static/image/obj100__205.png,18.66607666015625,68.68743896484375,67.031494140625,37.16513910948439,94.36283434332785,72.05331132003307,50.29690434262439,104.31665702652343,86.5285043816827
static/image/obj100__210.png,21.4173583984375,69.19366455078125,66.74810791015625,39.88664977811425,93.87233570931448,71.75237222562039,52.229549085901,103.84680999808121,86.57200042130492
static/image/obj100__215.png,20.94818115234375,68.70806884765625,65.9915771484375,38.696329867031594,92.99372652065506,71.16866710219074,51.07974033069107,103.24270387515114,86.50723332393626
static/image/obj100__220.png,24.14569091796875,70.83624267578125,67.86810302734375,41.98663933971306,93.53152004348178,72.2232417818639,53.7149220800855,103.07398574535037,87.26443655983074
static/image/obj100__225.png,24.91168212890625,71.8265380859375,68.58209228515625,42.10099580654671,93.3215277041406,72.43973602646051,53.33161798833458,102.73049628716936,87.51736515279028
static/image/obj100__230.png,25.53411865234375,75.73455810546875,71.7379150390625,42.31584710242355,93.76447954367752,74.16362533743884,53.63452169089888,102.05063578705138,88.5616589167634
static/image/obj100__235.png,29.21685791015625,82.66009521484375,77.37261962890625,44.66531525913126,95.09381805776563,76.99350469651318,54.55518970389084,101.70229462842687,90.06346358255877
static/image/obj100__240.png,32.25384521484375,87.39642333984375,81.42974853515625,47.25739808164162,94.43371783872655,78.90948289345798,56.79715864123329,100.17069547092554,91.14799145263201
